plnt_folio,plnt_nom,tra_oper,tra_kwh,tra_peso,cau_trat,tra_reut,tr_po_pl,tra_cost,raz_op_t,tra_pindo2,gasto_tra_pindo2,tra_pindo1,gasto_tra_pindo1,tra_rareo2,gasto_tra_rareo2,tra_rareo1,gasto_tra_rareo1,tra_ragro2,gasto_tra_ragro2,tra_ragro1,gasto_tra_ragro1,tra_inceo2,gasto_tra_inceo2,tra_inceo1,gasto_tra_inceo1,tra_rotro2,gasto_tra_rotro2,tra_rotro1,gasto_tra_rotro1,tra_intero2,gasto_tra_intero2,tra_intero1,gasto_tra_intero1,tra_oper_a,tra_reut_a,tr_po_pl_a,raz_op_t_a,X,POBTOT,P_60YMAS,pob_urb,categoria_poblacion,Estado,Municipio,id_estado,id_municipio,clasif,idh,gdh,tmi,ipca,isal,ieduc,iing
10029,LAGUNA DE OXIDACION DE SAN LUIS DEL CORDERO,1,NA,NA,NA,2,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Pretratamiento,No Aplica,318,2103,351,NA,Rurales,Durango,San Luis del Cordero,10,29,1260,0.647,MEDIO,23.9,1341.3,0.812,0.506,0.659
10030,LAGUNA DE OXIDACION DE SAN PEDRO DEL GALLO,1,NA,NA,NA,3,26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna de maduracion,No Aplica,319,1633,312,NA,Rurales,Durango,San Pedro del Gallo,10,30,1268,0.646,MEDIO,25.8,1559.7,0.795,0.498,0.682
10031,LAGUNA DE OXIDACION DE SANTA CLARA,1,NA,NA,NA,3,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna anaerobia,No Aplica,320,6727,1153,3999,Semiurbanos,Durango,Santa Clara,10,31,1576,0.62,MEDIO,31.9,1074,0.744,0.513,0.626
10032,PLANTA TRATADORA DE AGUAS RESIDUALES SANTIAGO PAPASQUIARO,1,NA,NA,NA,3,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna aireada,No Aplica,321,49207,5912,32618,Semiurbanos,Durango,Santiago Papasquiaro,10,32,810,0.684,MEDIO,20.4,1720.4,0.841,0.546,0.697
10033,LAGUNA DE OXIDACION DE SUCHIL,1,NA,NA,NA,3,2,3000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Sedimentacion primaria,No Aplica,322,6917,1011,4071,Semiurbanos,Durango,Suchil,10,33,1262,0.647,MEDIO,32.3,1622.1,0.74,0.532,0.688
10034,PLANTA TRATADORA DE AGUAS NEGRAS,2,NA,NA,NA,0,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,En construccion,323,26300,2294,3222,Semiurbanos,Durango,Tamazula,10,34,2091,0.565,MEDIO,35.6,873.3,0.712,0.425,0.595
10035,COLONIA EL MOLINO,1,NA,NA,2,2,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Pretratamiento,No Aplica,324,11378,1958,5490,Semiurbanos,Durango,Tepehuanes,10,35,1500,0.627,MEDIO,27.9,1460,0.777,0.471,0.672
10035,LAGUNA DE OXIDACION LOS TERRENOS,1,NA,NA,5,1,26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,Laguna de maduracion,No Aplica,324,11378,1958,5490,Semiurbanos,Durango,Tepehuanes,10,35,1500,0.627,MEDIO,27.9,1460,0.777,0.471,0.672
10035,LAGUNAS DE OXIDACION CENTRO,1,NA,NA,9,2,26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Laguna de maduracion,No Aplica,324,11378,1958,5490,Semiurbanos,Durango,Tepehuanes,10,35,1500,0.627,MEDIO,27.9,1460,0.777,0.471,0.672
10036,LAGUNAS DE OXIDACION PAMPLONA,2,NA,NA,NA,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Robo de maquinaria/equipo,325,21143,2834,11708,Semiurbanos,Durango,Tlahualilo,10,36,481,0.717,ALTO,14.7,1859,0.889,0.584,0.709
10036,LUCERO,1,3741,10245,10,3,25,125400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna facultativa,No Aplica,325,21143,2834,11708,Semiurbanos,Durango,Tlahualilo,10,36,481,0.717,ALTO,14.7,1859,0.889,0.584,0.709
10036,SAN FRANCISCO DE HORIZONTE,1,2578,7322,8,3,25,96800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna facultativa,No Aplica,325,21143,2834,11708,Semiurbanos,Durango,Tlahualilo,10,36,481,0.717,ALTO,14.7,1859,0.889,0.584,0.709
10036,LAGUNAS DE OXIDACION ROSAS,2,NA,NA,NA,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Robo de maquinaria/equipo,325,21143,2834,11708,Semiurbanos,Durango,Tlahualilo,10,36,481,0.717,ALTO,14.7,1859,0.889,0.584,0.709
10036,TLAHAUALILO,1,2841,9128,23,3,25,118350,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna facultativa,No Aplica,325,21143,2834,11708,Semiurbanos,Durango,Tlahualilo,10,36,481,0.717,ALTO,14.7,1859,0.889,0.584,0.709
10038,LAGUNA DE OXIDACION VICENTE GUERRERO,1,NA,NA,NA,1,20,28000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,Laguna anaerobia,No Aplica,327,23476,2954,17967,Semiurbanos,Durango,Vicente Guerrero,10,38,492,0.716,ALTO,16.2,1925,0.877,0.586,0.714
10039,LAGUNA DE OXIDACION,1,NA,NA,24,3,26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna de maduracion,No Aplica,328,27981,3391,12850,Semiurbanos,Durango,Nuevo Ideal,10,39,1339,0.64,MEDIO,13.1,1761.1,0.903,0.415,0.701
11001,"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DEL MUNICIPIO DE ABASOLO, GTO.",1,78,65017,26,2,12,118245,0,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,329,92040,11108,33241,Urbanos,Guanajuato,Abasolo,11,1,1440,0.632,MEDIO,22.7,1560,0.821,0.451,0.682
11002,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE ACAMBARO,1,42020.33,128086.84,68.91,2,12,3283262.21,0,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,330,108697,18338,69614,Urbanos,Guanajuato,Acambaro,11,2,881,0.677,MEDIO,22.8,2015.4,0.821,0.524,0.721
11002,"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE IRAMUCO, ACAMBARO, GUANAJUATO",2,NA,NA,NA,0,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Presion social,330,108697,18338,69614,Urbanos,Guanajuato,Acambaro,11,2,881,0.677,MEDIO,22.8,2015.4,0.821,0.524,0.721
11003,LA VISTA I,1,2207,8528,0.92,3,12,108214.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,331,174615,20204,78508,Urbanos,Guanajuato,San Miguel de Allende,11,3,900,0.675,MEDIO,24.2,2076.8,0.809,0.523,0.725
11003,PTAR LOS RODRIGUEZ,1,NA,NA,2.52,3,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,331,174615,20204,78508,Urbanos,Guanajuato,San Miguel de Allende,11,3,900,0.675,MEDIO,24.2,2076.8,0.809,0.523,0.725
11003,LA VISTA II,1,3903,14358,0.77,3,12,197329.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,331,174615,20204,78508,Urbanos,Guanajuato,San Miguel de Allende,11,3,900,0.675,MEDIO,24.2,2076.8,0.809,0.523,0.725
11003,FRAY JUAN DE SAN MIGUEL,1,44487,127739,57.54,2,12,7904243.71,0,NA,NA,NA,NA,1,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,331,174615,20204,78508,Urbanos,Guanajuato,San Miguel de Allende,11,3,900,0.675,MEDIO,24.2,2076.8,0.809,0.523,0.725
11003,RAFA RANCHO VIEJO,1,NA,NA,0.5,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,RAFA/ UASB,No Aplica,331,174615,20204,78508,Urbanos,Guanajuato,San Miguel de Allende,11,3,900,0.675,MEDIO,24.2,2076.8,0.809,0.523,0.725
11003,RAFA EL NIGROMANTE,1,NA,NA,1.9,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,RAFA/ UASB,No Aplica,331,174615,20204,78508,Urbanos,Guanajuato,San Miguel de Allende,11,3,900,0.675,MEDIO,24.2,2076.8,0.809,0.523,0.725
11003,PTAR LA ESMERALDA,1,NA,NA,2.45,3,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,331,174615,20204,78508,Urbanos,Guanajuato,San Miguel de Allende,11,3,900,0.675,MEDIO,24.2,2076.8,0.809,0.523,0.725
11003,PTAR LA PARROQUIA,1,NA,NA,2.6,3,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,331,174615,20204,78508,Urbanos,Guanajuato,San Miguel de Allende,11,3,900,0.675,MEDIO,24.2,2076.8,0.809,0.523,0.725
11003,LA PAZ,1,6909,23397,0.56,3,12,299095.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,331,174615,20204,78508,Urbanos,Guanajuato,San Miguel de Allende,11,3,900,0.675,MEDIO,24.2,2076.8,0.809,0.523,0.725
11004,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES,1,NA,NA,32,1,3,NA,0,NA,NA,NA,NA,NA,NA,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,Filtracion,No Aplica,332,63392,7224,35506,Urbanos,Guanajuato,Apaseo el Alto,11,4,1096,0.658,MEDIO,28.7,1968.7,0.771,0.516,0.717
11005,PLANTA DE TRATAMIENDO DE SAN PEDRO TENANGO,2,NA,NA,NA,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Falta de mantenimiento,333,117883,9749,82526,Urbanos,Guanajuato,Apaseo el Grande,11,5,851,0.68,MEDIO,22.5,2120.2,0.823,0.525,0.729
11005,PLANTA DE TRATAMIENTO DE AGUA RESIDUALES DEL MUNICIPIO DE APASEO EL GRANDE,1,1895,47125,5.5,1,29,1947047,0,NA,NA,NA,NA,NA,NA,1,0.5,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Si,Se reutiliza el 100%,Desinfeccion con Cloro,No Aplica,333,117883,9749,82526,Urbanos,Guanajuato,Apaseo el Grande,11,5,851,0.68,MEDIO,22.5,2120.2,0.823,0.525,0.729
11005,"PLANTA TRATADORA ""VILLAS DE LA ESTANCIA""",2,NA,NA,NA,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Falta de mantenimiento,333,117883,9749,82526,Urbanos,Guanajuato,Apaseo el Grande,11,5,851,0.68,MEDIO,22.5,2120.2,0.823,0.525,0.729
11007,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES LA TRINIDAD,1,70127,230807,NA,3,29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Desinfeccion con Cloro,No Aplica,335,521169,60124,450118,Metropolitanos,Guanajuato,Celaya,11,7,226,0.753,ALTO,19.4,3033.6,0.85,0.642,0.783
11007,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES PONIENTE,1,NA,NA,354.69,2,32,NA,0,1,2.6,NA,NA,1,8.4,NA,NA,1,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Terciario,No Aplica,335,521169,60124,450118,Metropolitanos,Guanajuato,Celaya,11,7,226,0.753,ALTO,19.4,3033.6,0.85,0.642,0.783
11007,"PLANTA DE TRATAMIENTO "" NOR ORIENTE""",1,52640,172116,8.03,1,30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.03,NA,NA,NA,NA,Si,Se reutiliza el 100%,Desinfeccion con luz UV,No Aplica,335,521169,60124,450118,Metropolitanos,Guanajuato,Celaya,11,7,226,0.753,ALTO,19.4,3033.6,0.85,0.642,0.783
11007,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES CAMINO REAL,1,148872,476026,4.19,1,29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,Desinfeccion con Cloro,No Aplica,335,521169,60124,450118,Metropolitanos,Guanajuato,Celaya,11,7,226,0.753,ALTO,19.4,3033.6,0.85,0.642,0.783
11008,MANUEL DOBLADO,1,79743,257591,30,2,22,1092106.21,0,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,RAFA/ UASB,No Aplica,336,41240,5644,16092,Semiurbanos,Guanajuato,Manuel Doblado,11,8,1530,0.624,MEDIO,24.2,1636.7,0.809,0.435,0.689
11010,PLANTA TRATADORA DE AGUAS RESIDUALES DE CORONEO GUANAJUATO.,1,2258,12422,7,3,1,13430,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Pretratamiento,No Aplica,338,11083,1531,3913,Semiurbanos,Guanajuato,Coroneo,11,10,1361,0.639,MEDIO,24.7,1614.1,0.804,0.472,0.687
11011,INSURGENTES,1,4671,28730.67,5,3,22,413297.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,RAFA/ UASB,No Aplica,339,97928,11900,73479,Urbanos,Guanajuato,Cortazar,11,11,590,0.706,ALTO,16.9,2186.7,0.871,0.552,0.733
11011,PLANTA DREN MERINO,1,54653,154308.67,45,2,12,2419429,0,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,339,97928,11900,73479,Urbanos,Guanajuato,Cortazar,11,11,590,0.706,ALTO,16.9,2186.7,0.871,0.552,0.733
11012,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE CUERAMARO,1,102000,168000,18,2,22,685000,0,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,RAFA/ UASB,No Aplica,340,30857,4165,15305,Semiurbanos,Guanajuato,Cueramaro,11,12,1305,0.643,MEDIO,29.2,1604,0.767,0.506,0.686
11013,ARROYO CHARCAS,1,61004,199953.71,NA,1,22,1171306.58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,RAFA/ UASB,No Aplica,341,27390,2606,6192,Semiurbanos,Guanajuato,Doctor Mora,11,13,1328,0.641,MEDIO,25.5,1432.1,0.798,0.494,0.669
11014,PLANTA DE TRATAMIENTO DE LA EX ESTACION DEL FERROCARRIL,1,7000,25000,4,2,14,NA,0,NA,NA,NA,NA,1,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Filtro percolador,No Aplica,342,163038,15765,69672,Urbanos,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,11,14,1313,0.642,MEDIO,29.3,1831.7,0.766,0.49,0.706
11014,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN PABLO,1,70000,190000,51.4,2,30,NA,0,NA,NA,NA,NA,1,0.05,NA,NA,1,39.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Desinfeccion con luz UV,No Aplica,342,163038,15765,69672,Urbanos,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,11,14,1313,0.642,MEDIO,29.3,1831.7,0.766,0.49,0.706
11014,PLANTA DE TRATAMIENTO DE SAN ANTONIO DEL CARMEN,1,4500,15000,4,2,14,NA,0,NA,NA,NA,NA,1,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Filtro percolador,No Aplica,342,163038,15765,69672,Urbanos,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,11,14,1313,0.642,MEDIO,29.3,1831.7,0.766,0.49,0.706
11014,PTAR XOCONOXTLITO,1,3600,13000,4,2,14,NA,0,NA,NA,NA,NA,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Filtro percolador,No Aplica,342,163038,15765,69672,Urbanos,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,11,14,1313,0.642,MEDIO,29.3,1831.7,0.766,0.49,0.706
11015,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES CENTRO,1,136935,386841,85.5,2,12,13441266.95,0,1,0.03,NA,NA,1,0.72,NA,NA,NA,NA,NA,NA,1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,343,194500,20789,150620,Urbanos,Guanajuato,Guanajuato,11,15,164,0.765,ALTO,20,3388.8,0.844,0.664,0.799
11015,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES INGENIERO ESTANISLAO ZARATE LUJANO,1,72203,204287,49.55,3,12,6720952.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,343,194500,20789,150620,Urbanos,Guanajuato,Guanajuato,11,15,164,0.765,ALTO,20,3388.8,0.844,0.664,0.799
11016,EJIDO JARRILLAS,1,244265,51810,9,1,4,565000,0,NA,NA,NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,Sedimentacion secundaria,No Aplica,344,21128,3005,5740,Semiurbanos,Guanajuato,Huanimaro,11,16,1483,0.628,MEDIO,30.6,1415.3,0.755,0.492,0.667
11016,PLANTA TRATADORA DE AGUAS RECIDUALES,2,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,No se concluyo,344,21128,3005,5740,Semiurbanos,Guanajuato,Huanimaro,11,16,1483,0.628,MEDIO,30.6,1415.3,0.755,0.492,0.667
11017,VILLAS DE SAN ANGEL,1,6174,21097,1.32,3,12,828664.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,345,592953,64480,505779,Metropolitanos,Guanajuato,Irapuato,11,17,214,0.755,ALTO,13.3,2917.1,0.901,0.614,0.777
11017,CUCHICUATO,1,515.833333,2126.916667,0.25,3,12,601021.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,345,592953,64480,505779,Metropolitanos,Guanajuato,Irapuato,11,17,214,0.755,ALTO,13.3,2917.1,0.901,0.614,0.777
11017,SANTA BARBARA,1,806.83333,2795.33,0.35,3,12,609042.9415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,345,592953,64480,505779,Metropolitanos,Guanajuato,Irapuato,11,17,214,0.755,ALTO,13.3,2917.1,0.901,0.614,0.777
11017,PLANTA DE TRATAMIENTO SALIDA PUEBLO NUEVO,1,138545,422014.917,658.66,1,25,8140438.04,0,NA,NA,NA,NA,NA,NA,1,135.25,NA,NA,1,523.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,Laguna facultativa,No Aplica,345,592953,64480,505779,Metropolitanos,Guanajuato,Irapuato,11,17,214,0.755,ALTO,13.3,2917.1,0.901,0.614,0.777
11017,PASO BLANCO,1,1173,3993.33,0.8,3,12,623418.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,345,592953,64480,505779,Metropolitanos,Guanajuato,Irapuato,11,17,214,0.755,ALTO,13.3,2917.1,0.901,0.614,0.777
11017,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES RASTRO,1,1142,3800,0.88,3,22,369133.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,RAFA/ UASB,No Aplica,345,592953,64480,505779,Metropolitanos,Guanajuato,Irapuato,11,17,214,0.755,ALTO,13.3,2917.1,0.901,0.614,0.777
11017,VENADO DE YOSTIRO,1,180,1156,0.35,3,12,589368.9415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,345,592953,64480,505779,Metropolitanos,Guanajuato,Irapuato,11,17,214,0.755,ALTO,13.3,2917.1,0.901,0.614,0.777
11017,SAN ROQUE,1,1208,4033.58,0.47,3,12,623901.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,345,592953,64480,505779,Metropolitanos,Guanajuato,Irapuato,11,17,214,0.755,ALTO,13.3,2917.1,0.901,0.614,0.777
11017,PLANTA DE TRATAMIENTO PRIMERO DE MAYO,1,105513,316044.08,176.29,1,12,4661662.438,0,NA,NA,NA,NA,NA,NA,1,56.4,NA,NA,1,119.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,Lodos activados,No Aplica,345,592953,64480,505779,Metropolitanos,Guanajuato,Irapuato,11,17,214,0.755,ALTO,13.3,2917.1,0.901,0.614,0.777
11017,VISTA HERMOSA,1,503.4166667,2606.166667,0.35,3,12,606772.9415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,345,592953,64480,505779,Metropolitanos,Guanajuato,Irapuato,11,17,214,0.755,ALTO,13.3,2917.1,0.901,0.614,0.777
11019,PLANTA DE TRATAMIENTO DE JERECUARO,2,NA,NA,NA,0,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,En construccion,347,49517,7103,10849,Semiurbanos,Guanajuato,Jerecuaro,11,19,1718,0.607,MEDIO,29.1,1320,0.767,0.444,0.657
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL RURAL LOS JACALES,2,NA,NA,NA,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Robo de maquinaria/equipo,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
