plnt_folio,plnt_nom,tra_oper,tra_kwh,tra_peso,tra_regi,cau_trat,vol_trat,tra_reut,tra_pind,tra_rare,tra_ragr,tra_ince,tra_rotr,tra_regi_a,tra_oper_a,X,POBTOT,P_60YMAS,pob_urb,categoria_poblacion,Estado,Municipio,id_estado,id_municipio,clasif,idh,gdh,tmi,ipca,isal,ieduc,iing
13046,P.T.A.R TALOL,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,501,38492,6142,15122,Semiurbanos,Hidalgo,San Felipe Orizatlan,13,46,1799,0.598,MEDIO,31.9,1049.7,0.743,0.463,0.622
13046,P.T.A.R TEPETZINTLA,1,0,0,1,0,0,0,0,0,0,0,0,Municipal,Si,501,38492,6142,15122,Semiurbanos,Hidalgo,San Felipe Orizatlan,13,46,1799,0.598,MEDIO,31.9,1049.7,0.743,0.463,0.622
13047,SAUCILLO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,502,4748,906,NA,Rurales,Hidalgo,Pacula,13,47,1985,0.578,MEDIO,36.6,1121.2,0.704,0.434,0.632
13047,PACULA,1,0,0,1,0,5000,0,0,0,0,0,0,Municipal,Si,502,4748,906,NA,Rurales,Hidalgo,Pacula,13,47,1985,0.578,MEDIO,36.6,1121.2,0.704,0.434,0.632
13047,JILIAPAN,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,502,4748,906,NA,Rurales,Hidalgo,Pacula,13,47,1985,0.578,MEDIO,36.6,1121.2,0.704,0.434,0.632
13048,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES LAS GARZAS,1,836784,1232628.64,6,0,3309,0,0,2,3,0,5,Estatal,Si,503,314331,42791,305854,Metropolitanos,Hidalgo,Pachuca de Soto,13,48,20,0.824,MUY ALTO,8.7,3636.8,0.941,0.734,0.81
13054,VIXTHA DE MADERO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,509,36796,4991,6696,Semiurbanos,Hidalgo,San Salvador,13,54,370,0.732,ALTO,16,1743.3,0.879,0.639,0.699
13060,LOS AHILARES,1,0,0,1,0,0,0,0,0,0,0,0,Municipal,Si,515,17503,2388,2614,Semiurbanos,Hidalgo,Tenango de Doria,13,60,1690,0.61,MEDIO,27,1201.4,0.785,0.449,0.643
13060,SANTA MARIA TEMAXCALAPA,1,0,0,1,0,0,0,0,0,0,0,0,Municipal,Si,515,17503,2388,2614,Semiurbanos,Hidalgo,Tenango de Doria,13,60,1690,0.61,MEDIO,27,1201.4,0.785,0.449,0.643
13060,LOCALIDAD EL NANTHE MUNICIPIO DE TENANGO DE DORIA,1,0,0,1,0,0,0,0,0,0,0,0,Municipal,Si,515,17503,2388,2614,Semiurbanos,Hidalgo,Tenango de Doria,13,60,1690,0.61,MEDIO,27,1201.4,0.785,0.449,0.643
13062,TEPEHUACAN DE GUERRERO(AUESCALI),1,0,0,1,0,0,0,0,0,0,0,0,Municipal,Si,517,31235,3576,NA,Semiurbanos,Hidalgo,Tepehuacan de Guerrero,13,62,2165,0.555,MEDIO,37.9,716,0.692,0.438,0.565
13062,SAN JUAN AHUEHUECO,1,0,0,1,0,0,0,0,0,0,0,0,Municipal,Si,517,31235,3576,NA,Semiurbanos,Hidalgo,Tepehuacan de Guerrero,13,62,2165,0.555,MEDIO,37.9,716,0.692,0.438,0.565
13062,CAHUAZAS DE MORELOS,1,0,0,1,0,0,0,0,0,0,0,0,Municipal,Si,517,31235,3576,NA,Semiurbanos,Hidalgo,Tepehuacan de Guerrero,13,62,2165,0.555,MEDIO,37.9,716,0.692,0.438,0.565
13062,ACOXCATLAN,1,0,0,1,0,0,0,0,0,0,0,0,Municipal,Si,517,31235,3576,NA,Semiurbanos,Hidalgo,Tepehuacan de Guerrero,13,62,2165,0.555,MEDIO,37.9,716,0.692,0.438,0.565
13063,OJO DE AGUA 1,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,518,90546,9699,65954,Urbanos,Hidalgo,Tepeji del Rio de Ocampo,13,63,377,0.731,ALTO,13.1,2311.6,0.903,0.584,0.742
13063,PLANTA TRATADORA DE RANCHERIA BENITO JUAREZ,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,518,90546,9699,65954,Urbanos,Hidalgo,Tepeji del Rio de Ocampo,13,63,377,0.731,ALTO,13.1,2311.6,0.903,0.584,0.742
13063,OJO DE AGUA 2,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,518,90546,9699,65954,Urbanos,Hidalgo,Tepeji del Rio de Ocampo,13,63,377,0.731,ALTO,13.1,2311.6,0.903,0.584,0.742
13064,TEPETITLAN HGO,1,0,0,1,523121,523241,0,0,0,0,0,5,Municipal,Si,519,10830,1769,NA,Semiurbanos,Hidalgo,Tepetitlan,13,64,773,0.688,MEDIO,20.3,1631.3,0.842,0.561,0.689
13069,PLANTA DE TRATAMIENTO HACIENDAS DE TIZAYUCA,1,977200,2059765,4,80,6912,864,0,2,0,0,5,Municipal,Si,524,168302,13266,158965,Urbanos,Hidalgo,Tizayuca,13,69,176,0.763,ALTO,10.6,2444.6,0.924,0.641,0.75
13069,FUENTES DE TIZAYUCA,1,49280,115715,4,5.2,449,440,0,2,0,0,0,Municipal,Si,524,168302,13266,158965,Urbanos,Hidalgo,Tizayuca,13,69,176,0.763,ALTO,10.6,2444.6,0.924,0.641,0.75
13069,LA MEGA PLANTA MUNICIPAL,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,524,168302,13266,158965,Urbanos,Hidalgo,Tizayuca,13,69,176,0.763,ALTO,10.6,2444.6,0.924,0.641,0.75
13069,ALMENDROS,1,5773,13556,4,1.2,103.68,0,0,0,0,0,0,Municipal,Si,524,168302,13266,158965,Urbanos,Hidalgo,Tizayuca,13,69,176,0.763,ALTO,10.6,2444.6,0.924,0.641,0.75
13069,VISTA HERMOSA,1,81156,190563,4,5.3,717,35,0,2,0,0,0,Municipal,Si,524,168302,13266,158965,Urbanos,Hidalgo,Tizayuca,13,69,176,0.763,ALTO,10.6,2444.6,0.924,0.641,0.75
13069,RANCHO DON ANTONIO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,524,168302,13266,158965,Urbanos,Hidalgo,Tizayuca,13,69,176,0.763,ALTO,10.6,2444.6,0.924,0.641,0.75
13073,CHIPOCO TRES PUERTAS,1,0,0,11,0,25000,1,0,2,0,0,0,Social,Si,528,37722,4754,8669,Semiurbanos,Hidalgo,Tlanchinol,13,73,1578,0.62,MEDIO,29.6,1030.2,0.763,0.504,0.62
13073,JALPA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,528,37722,4754,8669,Semiurbanos,Hidalgo,Tlanchinol,13,73,1578,0.62,MEDIO,29.6,1030.2,0.763,0.504,0.62
13073,SAN JOSE.,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,528,37722,4754,8669,Semiurbanos,Hidalgo,Tlanchinol,13,73,1578,0.62,MEDIO,29.6,1030.2,0.763,0.504,0.62
13073,CHICHILTEPEC,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,528,37722,4754,8669,Semiurbanos,Hidalgo,Tlanchinol,13,73,1578,0.62,MEDIO,29.6,1030.2,0.763,0.504,0.62
13073,CHIPOCO,1,0,0,1,0,20000,1,0,0,0,0,0,Municipal,Si,528,37722,4754,8669,Semiurbanos,Hidalgo,Tlanchinol,13,73,1578,0.62,MEDIO,29.6,1030.2,0.763,0.504,0.62
13073,HUEYAPA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,528,37722,4754,8669,Semiurbanos,Hidalgo,Tlanchinol,13,73,1578,0.62,MEDIO,29.6,1030.2,0.763,0.504,0.62
13073,CITLALA,1,0,0,11,0,25000,1,0,0,0,0,0,Social,Si,528,37722,4754,8669,Semiurbanos,Hidalgo,Tlanchinol,13,73,1578,0.62,MEDIO,29.6,1030.2,0.763,0.504,0.62
13075,PLANTA MUNICIPAL,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,530,21362,2175,16700,Semiurbanos,Hidalgo,Tolcayuca,13,75,350,0.735,ALTO,9.8,2103.9,0.931,0.586,0.727
13075,PLANTA DE TRATAMIENTO DE LOS AMORES,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,530,21362,2175,16700,Semiurbanos,Hidalgo,Tolcayuca,13,75,350,0.735,ALTO,9.8,2103.9,0.931,0.586,0.727
13076,RESIDENCIAL ARBOLEDAS,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,531,115107,14708,82249,Urbanos,Hidalgo,Tula de Allende,13,76,122,0.775,ALTO,9.2,2708.4,0.936,0.649,0.766
13077,LAS GLORIAS,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,532,168369,19373,145854,Urbanos,Hidalgo,Tulancingo de Bravo,13,77,238,0.75,ALTO,10.9,2309.6,0.922,0.618,0.741
13077,PTAR NAPATECO,1,0,9000,1,0,0,0,0,0,0,0,0,Municipal,Si,532,168369,19373,145854,Urbanos,Hidalgo,Tulancingo de Bravo,13,77,238,0.75,ALTO,10.9,2309.6,0.922,0.618,0.741
13077,VISTA REAL,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,532,168369,19373,145854,Urbanos,Hidalgo,Tulancingo de Bravo,13,77,238,0.75,ALTO,10.9,2309.6,0.922,0.618,0.741
13077,CEBOLLETAS,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,532,168369,19373,145854,Urbanos,Hidalgo,Tulancingo de Bravo,13,77,238,0.75,ALTO,10.9,2309.6,0.922,0.618,0.741
13077,PTAR AHUEHUETITLA,1,0,9300,1,0,0,0,0,0,3,0,0,Municipal,Si,532,168369,19373,145854,Urbanos,Hidalgo,Tulancingo de Bravo,13,77,238,0.75,ALTO,10.9,2309.6,0.922,0.618,0.741
13077,CARLOS SALINAS DE GORTARI,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,532,168369,19373,145854,Urbanos,Hidalgo,Tulancingo de Bravo,13,77,238,0.75,ALTO,10.9,2309.6,0.922,0.618,0.741
13080,LA BARRANCA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,535,24674,3518,4941,Semiurbanos,Hidalgo,Yahualica,13,80,2039,0.57,MEDIO,33.5,692.9,0.729,0.454,0.56
13080,SIN NOMBRE,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,535,24674,3518,4941,Semiurbanos,Hidalgo,Yahualica,13,80,2039,0.57,MEDIO,33.5,692.9,0.729,0.454,0.56
13081,SAN MIGUEL FERRERIA,1,3627,7668,1,2,0,0,0,0,0,0,0,Municipal,Si,536,38155,3862,29472,Semiurbanos,Hidalgo,Zacualtipan de angeles,13,81,616,0.703,ALTO,16.8,1897.7,0.872,0.56,0.712
13081,SIETLA,1,217,3196,1,0.6,0,0,0,0,0,0,0,Municipal,Si,536,38155,3862,29472,Semiurbanos,Hidalgo,Zacualtipan de angeles,13,81,616,0.703,ALTO,16.8,1897.7,0.872,0.56,0.712
13084,PLANTA LÃ€ZARO CÃ€RDENAS,1,0,0,4,0,56,0,0,0,0,0,0,Municipal,Si,539,39927,5503,14732,Semiurbanos,Hidalgo,Zimapan,13,84,770,0.688,MEDIO,21.6,1740.4,0.831,0.562,0.699
14001,PLANTA TRATADORA DE LA CABECERA MUNICIPAL DE ACATIC,1,42925,58360,1,0,2592,100,0,1,0,0,0,Municipal,Si,540,23175,2714,15927,Semiurbanos,Jalisco,Acatic,14,1,1102,0.658,MEDIO,23.6,2787.1,0.814,0.454,0.77
14001,PLANTA TRATADORA EL REFUGIO,1,5578,15307,1,0,432,30,0,1,0,0,0,Municipal,Si,540,23175,2714,15927,Semiurbanos,Jalisco,Acatic,14,1,1102,0.658,MEDIO,23.6,2787.1,0.814,0.454,0.77
14004,"CAMINO AL ANTIGUO BASURERO, PREDIO RANCHO VIEJO1 KM AL SUR DE EL ENTROQUE A AMACUECA",1,6818,18034,4,4.5,0,0,0,0,0,0,1,Municipal,Si,543,5743,888,3025,Semiurbanos,Jalisco,Amacueca,14,4,687,0.696,MEDIO,21.3,2361.3,0.833,0.543,0.745
14005,CAMINO A LA BARRANCA EL TECUANE KM 1.5,1,173200,403678,1,0,3024,0,0,0,0,0,0,Municipal,Si,544,16490,1750,12180,Semiurbanos,Jalisco,Amatitan,14,5,286,0.744,ALTO,11.5,2757.5,0.917,0.584,0.768
14006,"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE LA CABECERA DEL MUNICIPIO DE AMECA, JALISCO",1,684952,1025010,5,0,6480,0,0,0,0,0,0,Intermunicipal,Si,545,60386,9624,40620,Urbanos,Jalisco,Ameca,14,6,357,0.734,ALTO,16.5,2911,0.875,0.581,0.776
14008,EL CENTINELA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,547,80609,8599,63933,Urbanos,Jalisco,Arandas,14,8,693,0.694,MEDIO,14.7,2527.9,0.889,0.499,0.755
14008,PLANTA LA JOYA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,547,80609,8599,63933,Urbanos,Jalisco,Arandas,14,8,693,0.694,MEDIO,14.7,2527.9,0.889,0.499,0.755
14010,PLANTA TRATADORA DE AGUAS RESIDUALES,1,0,0,1,10,648,0,0,0,0,0,0,Municipal,Si,549,7758,793,6434,Semiurbanos,Jalisco,Atemajac de Brizuela,14,10,1566,0.621,MEDIO,31.6,1574.2,0.746,0.47,0.684
14011,PLANTA DE TRATAMIENTO DE SOYATLAN DEL ORO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,550,5599,990,NA,Semiurbanos,Jalisco,Atengo,14,11,1584,0.62,MEDIO,33.3,1175.9,0.731,0.509,0.64
14011,"PLANTA DE TRATAMIENTO DE ATENGO, JAL.",2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,550,5599,990,NA,Semiurbanos,Jalisco,Atengo,14,11,1584,0.62,MEDIO,33.3,1175.9,0.731,0.509,0.64
14012,PLANTA LOS VOLCANES,1,0,0,1,0,300,0,0,0,0,0,0,Municipal,Si,551,4176,800,NA,Rurales,Jalisco,Atenguillo,14,12,510,0.714,ALTO,20.6,3695.2,0.839,0.534,0.812
14012,PLANTA DE ATENGUILLO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,551,4176,800,NA,Rurales,Jalisco,Atenguillo,14,12,510,0.714,ALTO,20.6,3695.2,0.839,0.534,0.812
14012,PLANTA SAN ANTONIO,1,0,0,1,0,160,0,0,0,0,0,0,Municipal,Si,551,4176,800,NA,Rurales,Jalisco,Atenguillo,14,12,510,0.714,ALTO,20.6,3695.2,0.839,0.534,0.812
14013,"ATOTONILCO EL ALTO, COLONIA EL NACIMIENTO",1,29679,49515,5,0,1892160,94608,0,2,0,0,0,Intermunicipal,Si,552,64009,7731,40703,Urbanos,Jalisco,Atotonilco el Alto,14,13,722,0.692,MEDIO,18.5,2598.2,0.857,0.51,0.759
14014,PLANTA TRATADORA CUYACAPAN,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,553,8689,1505,5389,Semiurbanos,Jalisco,Atoyac,14,14,1150,0.655,MEDIO,32.6,2509.6,0.738,0.505,0.754
14014,UNION DE GUADALUPE,1,0,0,1,0,160,48,0,2,0,0,0,Municipal,Si,553,8689,1505,5389,Semiurbanos,Jalisco,Atoyac,14,14,1150,0.655,MEDIO,32.6,2509.6,0.738,0.505,0.754
14015,PTAR AUTLAN,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,554,64931,8793,52019,Urbanos,Jalisco,Autlan de Navarro,14,15,150,0.767,ALTO,14.9,2934.7,0.888,0.654,0.778
14015,PTAR AHUACAPAN,1,818,8207,1,0,1728,0,0,0,0,0,0,Municipal,Si,554,64931,8793,52019,Urbanos,Jalisco,Autlan de Navarro,14,15,150,0.767,ALTO,14.9,2934.7,0.888,0.654,0.778
14015,PTAR VALLE DEL VERGEL,1,6755,16301,1,86400,0,0,0,0,0,0,0,Municipal,Si,554,64931,8793,52019,Urbanos,Jalisco,Autlan de Navarro,14,15,150,0.767,ALTO,14.9,2934.7,0.888,0.654,0.778
14017,PLANTA DE TRATAMIENTO AYUTLA,1,15300,35000,1,0,1641,1641,0,2,3,0,0,Municipal,Si,556,12880,2190,7469,Semiurbanos,Jalisco,Ayutla,14,17,1161,0.654,MEDIO,26.8,2013.1,0.787,0.493,0.721
14018,P.T.A.R. PARQUE INDUSTRIAL,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,557,67937,9347,41577,Urbanos,Jalisco,La Barca,14,18,873,0.678,MEDIO,17.9,1993.6,0.862,0.503,0.719
14018,P.T.A.R. LA BARCA,1,0,0,4,6000,0,0,0,2,3,4,0,Municipal,Si,557,67937,9347,41577,Urbanos,Jalisco,La Barca,14,18,873,0.678,MEDIO,17.9,1993.6,0.862,0.503,0.719
14020,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,559,10940,1676,3835,Semiurbanos,Jalisco,Cabo Corrientes,14,20,1355,0.639,MEDIO,28.8,1395.8,0.77,0.51,0.665
14021,PLANTA TRATADORA LO ARADO,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,560,20548,3198,14683,Semiurbanos,Jalisco,Casimiro Castillo,14,21,559,0.71,ALTO,15.3,2510.4,0.884,0.536,0.754
14021,PLANTA DE AGUAS NEGRAS TECOMATES,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,560,20548,3198,14683,Semiurbanos,Jalisco,Casimiro Castillo,14,21,559,0.71,ALTO,15.3,2510.4,0.884,0.536,0.754
14022,PTAR DE SAN PATRICIO MELAQUE,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,561,40139,4932,33547,Semiurbanos,Jalisco,Cihuatlan,14,22,708,0.693,MEDIO,23.1,2634,0.818,0.535,0.761
14023,PLANTA DE TRATAMIENTO NO. 2,1,2719931,3455284.22,4,0,12960,6480,0,0,3,0,0,Municipal,Si,562,115141,14744,111975,Urbanos,Jalisco,Zapotlan el Grande,14,23,78,0.792,ALTO,10.8,3291,0.923,0.678,0.795
14023,PLANTA DE TRATAMIENTO NO. 1,1,1254460,1708172.72,4,0,4320,2160,0,0,3,0,0,Municipal,Si,562,115141,14744,111975,Urbanos,Jalisco,Zapotlan el Grande,14,23,78,0.792,ALTO,10.8,3291,0.923,0.678,0.795
14026,EL REPARO,1,108000,207156,1,6,94608,4000,0,2,2,0,0,Municipal,Si,565,6334,995,5113,Semiurbanos,Jalisco,Concepcion de Buenos Aires,14,26,993,0.667,MEDIO,24.4,2737.5,0.807,0.48,0.767
14027,LA PARANERA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,566,18370,2450,2794,Semiurbanos,Jalisco,Cuautitlan de Garcia Barragan,14,27,1471,0.629,MEDIO,31.8,1575.4,0.744,0.49,0.684
14029,PLANTA SAN JUAN DEL MONTE,1,0,0,1,3,259,0,0,0,0,0,0,Municipal,Si,568,17820,2787,5011,Semiurbanos,Jalisco,Cuquio,14,29,1569,0.621,MEDIO,27.8,1615.8,0.779,0.447,0.688
14029,CABECERA MUNICIPAL PUENTE NUEVO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,568,17820,2787,5011,Semiurbanos,Jalisco,Cuquio,14,29,1569,0.621,MEDIO,27.8,1615.8,0.779,0.447,0.688
14029,TEPONAHUASCO,1,0,0,1,4,345,0,0,0,0,0,0,Municipal,Si,568,17820,2787,5011,Semiurbanos,Jalisco,Cuquio,14,29,1569,0.621,MEDIO,27.8,1615.8,0.779,0.447,0.688
14030,PTAR SANTA CRUZ,1,0,0,2,260,0,0,0,0,0,0,0,Estatal,Si,569,55196,11106,49411,Urbanos,Jalisco,Chapala,14,30,344,0.736,ALTO,14,2676.4,0.896,0.582,0.764
14030,PTAR CHAPALA,1,0,0,2,7022,0,0,0,1,0,0,0,Estatal,Si,569,55196,11106,49411,Urbanos,Jalisco,Chapala,14,30,344,0.736,ALTO,14,2676.4,0.896,0.582,0.764
14030,PTAR SAN NICOLAS,1,0,0,2,663,0,0,0,0,1,0,0,Estatal,Si,569,55196,11106,49411,Urbanos,Jalisco,Chapala,14,30,344,0.736,ALTO,14,2676.4,0.896,0.582,0.764
14030,PTAR SAN ANTONIO,1,0,0,2,2307,0,0,0,0,0,0,0,Estatal,Si,569,55196,11106,49411,Urbanos,Jalisco,Chapala,14,30,344,0.736,ALTO,14,2676.4,0.896,0.582,0.764
14032,PLANTA DE TRATAMIENTO OJO DE AGUA,1,0,0,1,20,0,0,0,0,0,0,0,Municipal,Si,571,5983,762,4299,Semiurbanos,Jalisco,Chiquilistlan,14,32,1523,0.624,MEDIO,34.3,1576.7,0.723,0.492,0.684
14033,PRESA DE ABAJO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,572,21226,3016,11612,Semiurbanos,Jalisco,Degollado,14,33,1238,0.648,MEDIO,23.2,2265.3,0.817,0.452,0.739
14035,PLANTA TRATADORA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,574,53039,6677,31895,Urbanos,Jalisco,Encarnacion de Diaz,14,35,1023,0.665,MEDIO,19.7,2228.8,0.847,0.471,0.736
14036,PLANTA TRATADORA DE AGUAS RESIDUALES,1,0,45879,1,0,935860,935860,0,0,1,0,0,Municipal,Si,575,20011,2850,14697,Semiurbanos,Jalisco,Etzatlan,14,36,332,0.737,ALTO,13.4,2395.4,0.901,0.595,0.747
14038,PLANTA DE TRATAMIENTO DE AGUAS NEGRAS GUACHINANGO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,577,4199,816,NA,Rurales,Jalisco,Guachinango,14,38,1487,0.628,MEDIO,39.3,2386.5,0.681,0.487,0.746
14039,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES RIO BLANCO,1,131543,175204,6,72,6221,0,0,1,0,0,0,Estatal,Si,578,1385629,238500,1385621,Metropolitanos,Jalisco,Guadalajara,14,39,42,0.808,MUY ALTO,10.4,4231.2,0.926,0.683,0.833
14039,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES TONALA NORTE I,1,13832,20732,6,0,950,0,0,0,0,0,0,Estatal,Si,578,1385629,238500,1385621,Metropolitanos,Jalisco,Guadalajara,14,39,42,0.808,MUY ALTO,10.4,4231.2,0.926,0.683,0.833
14039,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES VIRREYES,1,22284,34063,6,0,950,0,0,1,0,0,0,Estatal,Si,578,1385629,238500,1385621,Metropolitanos,Jalisco,Guadalajara,14,39,42,0.808,MUY ALTO,10.4,4231.2,0.926,0.683,0.833
14039,AGUA PRIETA,1,0,0,8,0,414288,0,0,0,0,0,0,Privado,Si,578,1385629,238500,1385621,Metropolitanos,Jalisco,Guadalajara,14,39,42,0.808,MUY ALTO,10.4,4231.2,0.926,0.683,0.833
14039,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EL AHOGADO,1,0,0,8,1370.62,118421.57,0,0,0,0,0,0,Privado,Si,578,1385629,238500,1385621,Metropolitanos,Jalisco,Guadalajara,14,39,42,0.808,MUY ALTO,10.4,4231.2,0.926,0.683,0.833
14041,PLANTA HUEJUCAR,1,6000,13000,1,8,0,0,0,0,0,0,0,Municipal,Si,580,5920,1242,3762,Semiurbanos,Jalisco,Huejucar,14,41,675,0.697,MEDIO,22.4,2637.5,0.825,0.539,0.762
14041,LAGUNA EL TORIL DE TLALCOSAHUA,1,0,0,1,1,0,0,0,0,1,0,0,Municipal,Si,580,5920,1242,3762,Semiurbanos,Jalisco,Huejucar,14,41,675,0.697,MEDIO,22.4,2637.5,0.825,0.539,0.762
14041,LAGUNA DE OXIDACION LAS BOCAS,1,0,0,11,1,0,0,0,0,0,0,0,Social,Si,580,5920,1242,3762,Semiurbanos,Jalisco,Huejucar,14,41,675,0.697,MEDIO,22.4,2637.5,0.825,0.539,0.762
14041,LAGUNA ACHIMEC,1,0,0,1,0,10,10,0,0,1,0,0,Municipal,Si,580,5920,1242,3762,Semiurbanos,Jalisco,Huejucar,14,41,675,0.697,MEDIO,22.4,2637.5,0.825,0.539,0.762
14042,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES,1,4934,43217,1,36,0,0,0,0,0,0,0,Municipal,Si,581,10015,1583,5949,Semiurbanos,Jalisco,Huejuquilla el Alto,14,42,1263,0.647,MEDIO,37,2424.7,0.701,0.516,0.749
14042,PLANTA TRATADORA DE TENZOMPA,1,0,0,1,6,0,0,0,0,0,0,0,Municipal,Si,581,10015,1583,5949,Semiurbanos,Jalisco,Huejuquilla el Alto,14,42,1263,0.647,MEDIO,37,2424.7,0.701,0.516,0.749
14044,PLANTA IXTLAHUACAN DE LOS MEMBRILLOS,1,0,0,2,0,0,0,0,1,0,0,0,Estatal,Si,583,67969,5000,47342,Urbanos,Jalisco,Ixtlahuacan de los Membrillos,14,44,321,0.739,ALTO,14.9,2922.9,0.888,0.584,0.777
14044,PLANTA HUERTA VIEJA,1,0,0,1,30,0,0,0,0,0,0,1,Municipal,Si,583,67969,5000,47342,Urbanos,Jalisco,Ixtlahuacan de los Membrillos,14,44,321,0.739,ALTO,14.9,2922.9,0.888,0.584,0.777
14044,PLANTA TRATAMIENTO ATEQUIZA,1,0,0,7,0,0,0,0,0,0,0,1,Otro publico,Si,583,67969,5000,47342,Urbanos,Jalisco,Ixtlahuacan de los Membrillos,14,44,321,0.739,ALTO,14.9,2922.9,0.888,0.584,0.777
14044,FRACCIONAMIENTO OLIVOS I,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,583,67969,5000,47342,Urbanos,Jalisco,Ixtlahuacan de los Membrillos,14,44,321,0.739,ALTO,14.9,2922.9,0.888,0.584,0.777
14044,FRACCIONAMIENTO RESIDENCIAL LA CAPILLA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,583,67969,5000,47342,Urbanos,Jalisco,Ixtlahuacan de los Membrillos,14,44,321,0.739,ALTO,14.9,2922.9,0.888,0.584,0.777
14044,FRACCIONAMIENTO LAS LOMAS,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,583,67969,5000,47342,Urbanos,Jalisco,Ixtlahuacan de los Membrillos,14,44,321,0.739,ALTO,14.9,2922.9,0.888,0.584,0.777
14044,FRACCIONAMIENTO OLIVOS II,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,583,67969,5000,47342,Urbanos,Jalisco,Ixtlahuacan de los Membrillos,14,44,321,0.739,ALTO,14.9,2922.9,0.888,0.584,0.777
14044,VALLE DE LOS GIRASOLES,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,583,67969,5000,47342,Urbanos,Jalisco,Ixtlahuacan de los Membrillos,14,44,321,0.739,ALTO,14.9,2922.9,0.888,0.584,0.777
14044,RINCONADA DE LAS LOMAS,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,583,67969,5000,47342,Urbanos,Jalisco,Ixtlahuacan de los Membrillos,14,44,321,0.739,ALTO,14.9,2922.9,0.888,0.584,0.777
14044,SABINOS I,1,11429,30000,1,22,1900,0,0,0,0,0,0,Municipal,Si,583,67969,5000,47342,Urbanos,Jalisco,Ixtlahuacan de los Membrillos,14,44,321,0.739,ALTO,14.9,2922.9,0.888,0.584,0.777
14046,PLANTA TRATADORA DE AGUAS RESIDUALES DE TEOCALTITAN DE GUADALUPE,1,0,120237,1,0,259.2,45,0,1,0,0,0,Municipal,Si,585,32678,4038,24890,Semiurbanos,Jalisco,Jalostotitlan,14,46,992,0.667,MEDIO,25.4,2739.6,0.798,0.485,0.767
