plnt_folio,plnt_nom,tra_oper,tra_kwh,tra_peso,tra_regi,cau_trat,vol_trat,tra_reut,tra_pind,tra_rare,tra_ragr,tra_ince,tra_rotr,tr_po_pl,cost_ope,pre_soci,no_agua,otra_raz,rob_maq,fal_mant,pro_dis,da_dena,en_const,ob_meam,fin_viut,no_concl,pro_enre,tra_regi_a,tra_oper_a,tra_pind_a,tra_rare_a,tra_ragr_a,tra_ince_a,tra_rotr_a,tr_po_pl_a,cost_ope_a,pre_soci_a,no_agua_a,otra_raz_a,rob_maq_a,fal_mant_a,pro_dis_a,da_dena_a,en_const_a,ob_meam_a,fin_viut_a,no_concl_a,pro_enre_a,raz_op_t_a,X,POBTOT,P_60YMAS,pob_urb,categoria_poblacion,Estado,Municipio,id_estado,id_municipio,clasif,idh,gdh,tmi,ipca,isal,ieduc,iing
11007,"PLANTA DE TRATAMIENTO "" CAMINO REAL""",1,12000,0,4,2.7,236.5,NA,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,Procesos industriales,No Aplica,No Aplica,No Aplica,No Aplica,Terciario,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,335,521169,60124,450118,Metropolitanos,Guanajuato,Celaya,11,7,226,0.753,ALTO,19.4,3033.6,0.85,0.642,0.783
11007,"PLANTA DE TRATAMIENTO "" NOR ORIENTE""",1,22000,0,4,3.8,330.1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Primario/Sedimentacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,335,521169,60124,450118,Metropolitanos,Guanajuato,Celaya,11,7,226,0.753,ALTO,19.4,3033.6,0.85,0.642,0.783
11008,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES,1,80370,0,4,1320,1320,NA,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,Riego agricola,No Aplica,No Aplica,Rafa + Filtro biologico,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,336,41240,5644,16092,Semiurbanos,Guanajuato,Manuel Doblado,11,8,1530,0.624,MEDIO,24.2,1636.7,0.809,0.435,0.689
11010,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE CORONEO,1,2494,16361,4,8.7,956,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Rafa + Wasb + Humedal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,338,11083,1531,3913,Semiurbanos,Guanajuato,Coroneo,11,10,1361,0.639,MEDIO,24.7,1614.1,0.804,0.472,0.687
11011,PLANTA INSURGENTES,1,11479,42536,4,2.97,256.7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Rafa o Wasb,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,339,97928,11900,73479,Urbanos,Guanajuato,Cortazar,11,11,590,0.706,ALTO,16.9,2186.7,0.871,0.552,0.733
11011,PLANTA DREN MERINO,1,677605,1425645,4,44.2,3819,NA,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Sedimentacion + Wetland,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,339,97928,11900,73479,Urbanos,Guanajuato,Cortazar,11,11,590,0.706,ALTO,16.9,2186.7,0.871,0.552,0.733
11012,SAN GREGORIO,1,0,0,0,2.27,2.27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Rafa o Wasb,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,340,30857,4165,15305,Semiurbanos,Guanajuato,Cueramaro,11,12,1305,0.643,MEDIO,29.2,1604,0.767,0.506,0.686
11012,PTAR CUERAMARO,1,13524,18317,1,24,1000,NA,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Rafa o Wasb,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,340,30857,4165,15305,Semiurbanos,Guanajuato,Cueramaro,11,12,1305,0.643,MEDIO,29.2,1604,0.767,0.506,0.686
11013,"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ""ARROYO CHARCAS""",1,57689,148324.98,4,13,890.790323,NA,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,Riego agricola,No Aplica,No Aplica,Filtros biologicos/rociadores/percoladores,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,341,27390,2606,6192,Semiurbanos,Guanajuato,Doctor Mora,11,13,1328,0.641,MEDIO,25.5,1432.1,0.798,0.494,0.669
11014,PTAR SAN PABLO,1,74800,192000,4,58.21,5030,NA,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,Riego agricola,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,342,163038,15765,69672,Urbanos,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,11,14,1313,0.642,MEDIO,29.3,1831.7,0.766,0.49,0.706
11014,PTAR LA EX ESTACION DEL FERROCARRIL,1,3218,10143,4,3.06,265,NA,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,Procesos industriales,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Rafa + Filtro biologico,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,342,163038,15765,69672,Urbanos,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,11,14,1313,0.642,MEDIO,29.3,1831.7,0.766,0.49,0.706
11014,PTAR CRUZ DEL PADRE,1,0,0,0,7,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Filtros biologicos/rociadores/percoladores,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,342,163038,15765,69672,Urbanos,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,11,14,1313,0.642,MEDIO,29.3,1831.7,0.766,0.49,0.706
11014,PTAR SAN ANTONIO DEL CARMEN,1,3421,10636,4,3.7,320,NA,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Rafa + Filtro biologico,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,342,163038,15765,69672,Urbanos,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,11,14,1313,0.642,MEDIO,29.3,1831.7,0.766,0.49,0.706
11015,PLANTA DE TRATAMIENTO CENTRO,1,2091906,3888950.94,4,68.68,6954.9,NA,0,1,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,Control de incendios,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,343,194500,20789,150620,Urbanos,Guanajuato,Guanajuato,11,15,164,0.765,ALTO,20,3388.8,0.844,0.664,0.799
11015,PLANTA DE TRATAMIENTO ING. ESTANISLAO ZARATE,1,654253,1186890.34,4,30.63,NA,NA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,343,194500,20789,150620,Urbanos,Guanajuato,Guanajuato,11,15,164,0.765,ALTO,20,3388.8,0.844,0.664,0.799
11016,PLANTA TRATADORA DE AGUAS RESIDUALES DE HUANIMARO PTARH,1,7000,15000,1,NA,870,90,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Filtros biologicos/rociadores/percoladores,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,344,21128,3005,5740,Semiurbanos,Guanajuato,Huanimaro,11,16,1483,0.628,MEDIO,30.6,1415.3,0.755,0.492,0.667
11017,PTAR PN,1,0,0,4,1000,64800,NA,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,Riego agricola,No Aplica,No Aplica,Lagunas de estabilizacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,345,592953,64480,505779,Metropolitanos,Guanajuato,Irapuato,11,17,214,0.755,ALTO,13.3,2917.1,0.901,0.614,0.777
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL LOMAS DEL MIRADOR,1,NA,834778.9,4,5.7,493,NA,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL RURAL LOS JACALES,1,0,0,4,NA,NA,NA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL RURAL PLAYAS DE SOTELO,1,0,0,4,0.31,NA,NA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL RURAL BARRETOS,1,8032,22752.77,4,0.94,NA,NA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL RURAL SAN JOSE DE LOS SAPOS,1,0,0,4,NA,NA,NA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL MUNICIPAL,1,848559,1525808.79,4,1415.64,122312,NA,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,Procesos industriales,No Aplica,Riego agricola,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL RURAL MALAGANA,1,0,0,4,1.35,117,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL RURAL PROVIDENCIA,1,0,0,4,NA,NA,NA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL SAN ISIDRO DE LAS COLONIAS,1,37125,92404.8,4,3.09,443,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL LOS ARCOS,1,29630,81046.21,4,2.85,247,240,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL RURAL ESTANCIA DE LOS SAPOS,1,473,1992.78,4,0.74,NA,NA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL PORTA FONTANA,1,6574,18819.87,4,0.56,NA,NA,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL RURAL ARBOLEDAS DE LOS LOPEZ,1,0,0,4,0.26,NA,NA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL EL AVELIN,1,37053,94627.31,4,12.97,1095,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL PARQUE MEXICO,1,6149,18219.51,4,0.72,NA,NA,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL RURAL CAPELLANIA DE LOERA,1,0,0,4,0.25,NA,NA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL SANTA ROSA PLAN DE AYALA,1,79155,193622.97,4,3.72,322,NA,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL LOZA DE LOS PADRES,1,19753,45264.25,4,9.61,831,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL MODULO DE DESBASTE,1,694275.75,1248389.006,4,98.82,8538,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL HEROES LEON,1,37973,104160.94,4,16.42,1419,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL DEPORTIVA DEL COECILLO,1,10421,29283.89,4,1.28,111,NA,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL PARQUE DEL ARBOL,1,7731,24144.41,4,3.21,278,NA,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL VILLAS DE SAN JUAN,1,67370,165025.32,4,36.3,3137,NA,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL RURAL LA ARCINA,1,229,957.61,4,0.19,NA,NA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL PARQUE HIDALGO,1,6064,17179.73,4,1.97,171,NA,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL RURAL NUEVO VALLE DE MORENO,1,0,0,4,0.33,NA,NA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL LAS JOYAS,1,124365,302714.07,4,74.73,6457,NA,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
11020,PLANTA DE TRATAMIENTO DE AGUA RESIDUAL PERIODISTAS DE MEXICO,1,34259,88795.63,4,3.09,267,NA,1,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,Procesos industriales,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Otro,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,348,1721215,165649,1631014,Metropolitanos,Guanajuato,Leon,11,20,208,0.756,ALTO,13,3202.1,0.904,0.605,0.791
