plnt_folio,plnt_nom,tra_oper,tra_kwh,tra_peso,tra_regi,cau_trat,tra_reut,tr_po_pl,tra_cost,raz_op_t,tra_pindo2,gasto_tra_pindo2,tra_pindo1,gasto_tra_pindo1,tra_rareo2,gasto_tra_rareo2,tra_rareo1,gasto_tra_rareo1,tra_ragro2,gasto_tra_ragro2,tra_ragro1,gasto_tra_ragro1,tra_inceo2,gasto_tra_inceo2,tra_inceo1,gasto_tra_inceo1,tra_rotro2,gasto_tra_rotro2,tra_rotro1,gasto_tra_rotro1,tra_intero2,gasto_tra_intero2,tra_intero1,gasto_tra_intero1,tra_regi_a,tra_oper_a,tra_reut_a,tr_po_pl_a,raz_op_t_a,X,POBTOT,P_60YMAS,pob_urb,categoria_poblacion,Estado,Municipio,id_estado,id_municipio,clasif,idh,gdh,tmi,ipca,isal,ieduc,iing
5027,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES,1,889630,NA,0,90,2,12,7462630,0,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,61,122243,7422,114010,Urbanos,Coahuila de Zaragoza,Ramos Arizpe,5,27,113,0.778,ALTO,10.9,3786.5,0.922,0.625,0.816
5028,PLANTA TRATADORA SABINAS,2,NA,NA,0,NA,0,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,No,No Aplica,No Aplica,En construccion,62,64811,8148,62643,Urbanos,Coahuila de Zaragoza,Sabinas,5,28,218,0.754,ALTO,20.3,3292.2,0.842,0.64,0.795
5030,EL CHAPULIN (JARDINES PARA LA HUMANIDAD),1,NA,NA,0,1,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,Si,No Aplica,Lodos activados,No Aplica,64,879958,89453,864431,Metropolitanos,Coahuila de Zaragoza,Saltillo,5,30,50,0.805,MUY ALTO,8.5,3650,0.942,0.683,0.811
5030,PLANTA TRATADORA DE AGUAS RESIDUALES DEL GRAN BOSQUE URBANO,1,1082744,2102734,9,52,2,32,4602031,0,NA,NA,NA,NA,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Privado,Si,Se reutiliza solo una fraccion,Terciario,No Aplica,64,879958,89453,864431,Metropolitanos,Coahuila de Zaragoza,Saltillo,5,30,50,0.805,MUY ALTO,8.5,3650,0.942,0.683,0.811
5030,PLANTA TRATADORA DE AGUAS RESIDUALES PRINCIPAL,1,2856324,6986220,9,826,2,12,32128624,0,1,124,NA,NA,1,41,NA,NA,1,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Privado,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,64,879958,89453,864431,Metropolitanos,Coahuila de Zaragoza,Saltillo,5,30,50,0.805,MUY ALTO,8.5,3650,0.942,0.683,0.811
5030,PARQUE V. CARRANZA,1,NA,NA,0,5,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,Si,No Aplica,Lodos activados,No Aplica,64,879958,89453,864431,Metropolitanos,Coahuila de Zaragoza,Saltillo,5,30,50,0.805,MUY ALTO,8.5,3650,0.942,0.683,0.811
5032,COLONIA MASECA,1,NA,NA,0,3,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,Si,No Aplica,Lodos activados,No Aplica,66,42260,6927,39058,Semiurbanos,Coahuila de Zaragoza,San Juan de Sabinas,5,32,136,0.772,ALTO,15.1,3352.3,0.886,0.651,0.798
5035,PLANTA TRATADORA MUNICIPAL,1,10902151,16962869,4,NA,1,25,2098023,0,NA,NA,NA,NA,NA,NA,1,60,NA,NA,1,1028,NA,NA,NA,NA,NA,NA,1,91,NA,NA,NA,NA,Municipal,Si,Se reutiliza el 100%,Laguna facultativa,No Aplica,69,720848,87543,698493,Metropolitanos,Coahuila de Zaragoza,Torreon,5,35,73,0.794,ALTO,9.2,3264.8,0.936,0.674,0.794
5035,PLANTA TRATADORA PARQUE FUNDADORES,1,12080,31755,12,NA,1,12,54000,0,NA,NA,NA,NA,NA,NA,1,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Social,Si,Se reutiliza el 100%,Lodos activados,No Aplica,69,720848,87543,698493,Metropolitanos,Coahuila de Zaragoza,Torreon,5,35,73,0.794,ALTO,9.2,3264.8,0.936,0.674,0.794
5035,COOPERATIVA TORREON JARDIN,1,NA,NA,0,NA,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,Si,No Aplica,Lodos activados,No Aplica,69,720848,87543,698493,Metropolitanos,Coahuila de Zaragoza,Torreon,5,35,73,0.794,ALTO,9.2,3264.8,0.936,0.674,0.794
5035,PLANTA CLARIFICADORA,1,406315,90962,4,NA,1,33,4590485,0,NA,NA,1,13.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza el 100%,Otro,No Aplica,69,720848,87543,698493,Metropolitanos,Coahuila de Zaragoza,Torreon,5,35,73,0.794,ALTO,9.2,3264.8,0.936,0.674,0.794
5035,BOSQUE URBANO DE TORREON,1,212869,609760,4,NA,1,12,121952,0,NA,NA,NA,NA,NA,NA,1,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.53,NA,NA,NA,NA,Municipal,Si,Se reutiliza el 100%,Lodos activados,No Aplica,69,720848,87543,698493,Metropolitanos,Coahuila de Zaragoza,Torreon,5,35,73,0.794,ALTO,9.2,3264.8,0.936,0.674,0.794
5036,PLANTA DE LAGUNAS DE OXIDACION DE LA CIUDAD DE VIESCA COAHUILA,1,NA,NA,5,3.6,3,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,Laguna aireada,No Aplica,70,20305,2569,3522,Semiurbanos,Coahuila de Zaragoza,Viesca,5,36,1593,0.619,MEDIO,34.2,1281.8,0.724,0.502,0.653
6001,PTAR AUGUSTO GOMEZ VILLANUEVA,1,NA,NA,4,2,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,RAFA/ UASB,No Aplica,73,27626,3966,21759,Semiurbanos,Colima,Armeria,6,1,727,0.692,MEDIO,16.7,2557.8,0.873,0.501,0.757
6001,PTAR RINCON DE LOPEZ,1,1023,2462,4,4.32,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,RAFA/ UASB,No Aplica,73,27626,3966,21759,Semiurbanos,Colima,Armeria,6,1,727,0.692,MEDIO,16.7,2557.8,0.873,0.501,0.757
6001,PTAR CUYUTLAN,1,1509,3630,4,4.32,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,RAFA/ UASB,No Aplica,73,27626,3966,21759,Semiurbanos,Colima,Armeria,6,1,727,0.692,MEDIO,16.7,2557.8,0.873,0.501,0.757
6001,PTAR. ARMERÃA,1,20453,49209,4,9,1,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza el 100%,Laguna anaerobia,No Aplica,73,27626,3966,21759,Semiurbanos,Colima,Armeria,6,1,727,0.692,MEDIO,16.7,2557.8,0.873,0.501,0.757
6002,PTAR ESTAPILLA,1,NA,NA,5,2,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,RAFA/ UASB,No Aplica,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6002,PTAR. LOS ORTICES,1,NA,NA,5,1.1,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,RAFA/ UASB,No Aplica,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6002,EL AMARRADERO,1,NA,NA,5,0.5,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,RAFA/ UASB,No Aplica,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6002,PLANTA DE TRATAMIENTO TINAJAS,1,NA,NA,5,0.5,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,RAFA/ UASB,No Aplica,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6002,PTAR LOS ASMOLES,1,NA,NA,5,10,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,Fosa septica,No Aplica,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6002,SITIO DE TRATAMIENTO LAGUNA DE OXIDACION TEPAMES,1,NA,NA,5,10,3,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,Laguna anaerobia,No Aplica,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6002,"SITIO DE TRATAMIENTO, LAGUNA DE OXIDACION LO DE VILLA",1,NA,NA,5,10,3,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,Laguna anaerobia,No Aplica,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6002,"PTAR; ZONA CONURBADA COLIMA VILLADE LVAREZ, Y COMALA",1,NA,NA,5,850,3,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,Lodos activados,No Aplica,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6002,PTAR CARDONA,1,NA,NA,5,0.9,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,Fosa septica,No Aplica,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6002,PLANTA DE TRATAMIENTO PISCILA,1,NA,NA,5,1.6,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,RAFA/ UASB,No Aplica,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6002,PLANTA DE TRATAMIENTO PISCILA II,1,NA,NA,5,0.3,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,RAFA/ UASB,No Aplica,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6002,PTAR PUERTA DE ANZAR,2,NA,NA,0,NA,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,No,No Aplica,No Aplica,Falta de mantenimiento,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6002,PLANTA DE TRATAMIENTO LAS GOLONDRINAS,1,NA,NA,5,0.4,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermunicipal,Si,No se reutiliza,RAFA/ UASB,No Aplica,74,157048,25213,146965,Urbanos,Colima,Colima,6,2,51,0.805,MUY ALTO,14,3963.5,0.895,0.707,0.823
6003,PLANTA DE TRATAMIENTO EN LA LOCALIDAD DE LA CAJA,1,NA,NA,4,2,3,19,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Tanque Imhoff,No Aplica,75,21661,3253,14485,Semiurbanos,Colima,Comala,6,3,431,0.724,ALTO,15.3,2547.5,0.884,0.567,0.756
6003,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ZACUALPAN II,1,NA,NA,4,0.8,3,32,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Terciario,No Aplica,75,21661,3253,14485,Semiurbanos,Colima,Comala,6,3,431,0.724,ALTO,15.3,2547.5,0.884,0.567,0.756
6003,PTAR SUCHITLAN,1,NA,NA,4,9,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,RAFA/ UASB,No Aplica,75,21661,3253,14485,Semiurbanos,Colima,Comala,6,3,431,0.724,ALTO,15.3,2547.5,0.884,0.567,0.756
6003,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE COFRADIA DE SUCHITLAN,1,NA,NA,4,3.5,1,19,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza el 100%,Tanque Imhoff,No Aplica,75,21661,3253,14485,Semiurbanos,Colima,Comala,6,3,431,0.724,ALTO,15.3,2547.5,0.884,0.567,0.756
6003,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ZACUALPAN 1,1,NA,NA,4,2.8,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,RAFA/ UASB,No Aplica,75,21661,3253,14485,Semiurbanos,Colima,Comala,6,3,431,0.724,ALTO,15.3,2547.5,0.884,0.567,0.756
6003,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EL REMUDADERO,1,NA,NA,4,1,3,19,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Tanque Imhoff,No Aplica,75,21661,3253,14485,Semiurbanos,Colima,Comala,6,3,431,0.724,ALTO,15.3,2547.5,0.884,0.567,0.756
6004,FOSA DRENAJE CHICAL,1,NA,NA,4,0.5,3,24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Primario avanzado,No Aplica,76,20837,2980,14892,Semiurbanos,Colima,Coquimatlan,6,4,490,0.716,ALTO,14.8,2527,0.889,0.547,0.755
6004,PTAR (PLANTA PUEBLO JUAREZ),2,NA,NA,0,NA,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,No,No Aplica,No Aplica,Costos de operacion,76,20837,2980,14892,Semiurbanos,Colima,Coquimatlan,6,4,490,0.716,ALTO,14.8,2527,0.889,0.547,0.755
6004,LAGUNA DE OXIDACION LA ESPERANZA,1,NA,NA,4,2.64,3,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Laguna anaerobia,No Aplica,76,20837,2980,14892,Semiurbanos,Colima,Coquimatlan,6,4,490,0.716,ALTO,14.8,2527,0.889,0.547,0.755
6004,PTAR EL POBLADO,1,NA,NA,4,0.8,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Fosa septica,No Aplica,76,20837,2980,14892,Semiurbanos,Colima,Coquimatlan,6,4,490,0.716,ALTO,14.8,2527,0.889,0.547,0.755
6004,PTAR (PLANTA LOS LIMONES),1,NA,NA,4,1.1,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Fosa septica,No Aplica,76,20837,2980,14892,Semiurbanos,Colima,Coquimatlan,6,4,490,0.716,ALTO,14.8,2527,0.889,0.547,0.755
6004,LAGUNA DE OXIDACION JALA,1,NA,NA,4,2.6,3,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Laguna anaerobia,No Aplica,76,20837,2980,14892,Semiurbanos,Colima,Coquimatlan,6,4,490,0.716,ALTO,14.8,2527,0.889,0.547,0.755
6004,FOSA DRENAJE A. ZARCA,1,NA,NA,4,0.2,3,33,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Otro,No Aplica,76,20837,2980,14892,Semiurbanos,Colima,Coquimatlan,6,4,490,0.716,ALTO,14.8,2527,0.889,0.547,0.755
6004,NA,1,NA,NA,4,0.5,3,24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Primario avanzado,No Aplica,76,20837,2980,14892,Semiurbanos,Colima,Coquimatlan,6,4,490,0.716,ALTO,14.8,2527,0.889,0.547,0.755
6004,"PTAR (PLANTA COQUIMATLAN)																									 			PTAR (PLANTA COQUIMATLAN)",1,NA,NA,4,14,3,24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Primario avanzado,No Aplica,76,20837,2980,14892,Semiurbanos,Colima,Coquimatlan,6,4,490,0.716,ALTO,14.8,2527,0.889,0.547,0.755
6005,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE QUESERIA,2,NA,NA,0,NA,0,0,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,No,No Aplica,No Aplica,Otro,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ""LAGUNA DE OXIDACION OCOTILLO""",1,NA,NA,4,4.2,1,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza el 100%,Laguna anaerobia,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES MONTITLAN,1,NA,NA,4,1.5,1,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza el 100%,RAFA/ UASB,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,SAN JOAQUIN,1,NA,NA,4,NA,3,15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Discos biologicos rotatorios,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ALZADA,1,NA,NA,4,2.5,2,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza solo una fraccion,RAFA/ UASB,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,SITIO DE TRATAMIENTO LAGUNA DE OXIDACION EL GUAYABILLO,1,NA,NA,4,17,2,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,10,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza solo una fraccion,Laguna anaerobia,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES PALMILLAS,1,NA,NA,4,1.8,2,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza solo una fraccion,RAFA/ UASB,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,CHIAPA,1,NA,NA,4,3,1,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza el 100%,RAFA/ UASB,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES BUENAVISTA,1,NA,NA,4,2.5,2,19,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza solo una fraccion,Tanque Imhoff,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN JERONIMO																									 																																																		 			COMISION DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE CUAUHTEMOC, COL.",1,NA,NA,4,4,1,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza el 100%,Laguna aireada,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EL TRAPICHE,1,NA,NA,4,4,1,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza el 100%,Laguna aireada,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ALCARACES,1,NA,NA,4,4,2,19,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza solo una fraccion,Tanque Imhoff,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES CERRO COLORADO,1,NA,NA,4,1,2,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza solo una fraccion,Fosa septica,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ""ISENCO""",1,NA,NA,4,1,1,15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza el 100%,Discos biologicos rotatorios,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
6005,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES COBANO-PARIAN,1,NA,NA,4,1.8,2,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza solo una fraccion,RAFA/ UASB,No Aplica,77,31267,4849,23005,Semiurbanos,Colima,Cuauhtemoc,6,5,242,0.75,ALTO,12.8,2689.4,0.906,0.608,0.764
